screen_name,id,created_at,text,contributors,is quote,favorite count,in reply to,in reply to id,retweet count,favorited
JBuggarauf,904384628030447616,2017-09-03T16:44:32,"@DineshDSouza @IngrahamAngle @nytimes @DouthatNYT Wow, @DouthatNYT's  nose up someones ass while sucking away too i… https://t.co/91iUFcEHF4",,False,0,DineshDSouza,91882544,0,False
GiftofSage,904384812038983680,2017-09-03T16:45:16,@vicenews They can't label Antifa a gang. It's a non organization with decades of history and no individual joined… https://t.co/HbU6N8vEAw,,False,0,vicenews,1630896181,0,False
GiftofSage,904384976493346816,2017-09-03T16:45:55,"@vicenews It's not classified a ""group"" legally. There's nothing tying them together. They have no rules about behavior or intimidation.",,False,0,vicenews,1630896181,0,False
GiftofSage,904385163550969856,2017-09-03T16:46:40,"@vicenews For them to be a gang, there has to be protocol among group members, but Antifa are really just an open b… https://t.co/hOd1Y8bha0",,False,0,vicenews,1630896181,0,False
GiftofSage,904385371093524480,2017-09-03T16:47:29,@vicenews The A's have been outsmarting law enforcement and conservatives for a shitload longer than they've had th… https://t.co/VQuMMH76f4,,False,0,vicenews,1630896181,0,False
GiftofSage,904385835692380160,2017-09-03T16:49:20,"@vicenews The thing is, there's no reason you can't be Antifa and not hit someone until they hit you. Otherwise, th… https://t.co/p24kzYDKtP",,False,0,vicenews,1630896181,0,False
GiftofSage,904386646250053632,2017-09-03T16:52:33,"@vicenews because they allow people to participate but not as an actual group that you have to hit people to be involved with, a ""gang"".",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904386751694741504,2017-09-03T16:52:58,I wonder if there will be any Presidential popularity polls published in the next week? https://t.co/LRK71jAyFb,,True,0,,,0,False
GiftofSage,904388470570971136,2017-09-03T16:59:48,THIS makes sense https://t.co/QQ65RK18rW,,True,0,,,0,False
JBuggarauf,904388663127060484,2017-09-03T17:00:34,@judalon_harris @vicenews Question from 1963..,,False,0,judalon_harris,369231528,1,False
JBuggarauf,904388901724291072,2017-09-03T17:01:31,"@GaddyTam12ge @vicenews @brettly4967 I don't care what you say, but put down the club or I'll shoot your ass.",,False,0,GaddyTam12ge,2574837761,0,False
JBuggarauf,904389032288731136,2017-09-03T17:02:02,"@GiftofSage @vicenews Free range targets of opportunity, in other words..",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904389192242814976,2017-09-03T17:02:40,"@GiftofSage @vicenews Then nobody should care if the not-a-real-group gets shot at, right?",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904390070815268864,2017-09-03T17:06:10,"@GiftofSage @vicenews Your ""they allow people to participate"" statement betrays your claim of not being a group or… https://t.co/VRxJSqXU7w",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904391262056267776,2017-09-03T17:10:54,"@Annawoo18327628 @CebuSalute To live a blissful life, you must lose your concern of being wrong.",,False,1,Annawoo18327628,876154627460386817,0,False
JBuggarauf,904392104058675200,2017-09-03T17:14:15,@Annawoo18327628 @CebuSalute ..but digitally mastering your first rock album is totally awesome.,,False,1,Annawoo18327628,876154627460386817,0,False
JBuggarauf,904395285178155008,2017-09-03T17:26:53,@nontolerantman Accuse me of being racist often enough and at some point I likely WILL go all racist on your ass.,,False,0,nontolerantman,3307670633,0,False
JBuggarauf,904395747281444864,2017-09-03T17:28:43,"@instapundit Not me, it's obviously bunk shit..",,False,0,instapundit,727472528,0,False
GiftofSage,904397671619842048,2017-09-03T17:36:22,Bring it. We have guns too. https://t.co/Ub7zElMznw,,True,0,,,0,False
GiftofSage,904397752708235265,2017-09-03T17:36:41,"You will be killed back next time, terrorist. https://t.co/5VkzXie0bB",,True,0,,,0,False
GiftofSage,904398572589862912,2017-09-03T17:39:57,"No it doesn't. A gang has specific protocol and expectations of members, reasons they are called a ""gang"". No one i… https://t.co/350puVl7xl",,True,0,,,0,False
GiftofSage,904398769139146752,2017-09-03T17:40:44,"They allow open participation. That's the literal opposite of a ""gang"". You will be shot at for shooting at us. Don… https://t.co/K6oPvVt6pk",,True,0,,,0,False
GiftofSage,904400431522213888,2017-09-03T17:47:20,@ImaCultClassic @RichardBSpencer @Gavin_McInnes Yeah. He forgot about symmetry. https://t.co/8pVDRvVToH,,False,0,ImaCultClassic,35983311,0,False
JBuggarauf,904403733328535552,2017-09-03T18:00:27,"@GiftofSage Once you use the words ""they allow"" you are talking about a group. Period. You contradict yourself with ignorance.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904404262033154048,2017-09-03T18:02:33,"@GiftofSage Not terrorist, US Marine.. and professionals have tried to kill me and failed. Spoiled violent children are no contest.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904404655706222592,2017-09-03T18:04:07,@GiftofSage Do you know how to use them accurately and with tactical precision? You're getting all blustery with a… https://t.co/NGNSJuauN6,,False,0,GiftofSage,983294221,0,False
JBuggarauf,904405159136043008,2017-09-03T18:06:07,"@GiftofSage BY the way, if it were to come to that, I don't ""shoot at"" people, I just shoot people and they don't s… https://t.co/9iQeyFbZr2",,False,0,GiftofSage,983294221,0,False
GiftofSage,904413373575700481,2017-09-03T18:38:46,@realDonaldTrump said any of you are to blame for getting hit with terrorism if you associate with Antifa @FoxNews #b,,False,0,realDonaldTrump,25073877,0,False
GiftofSage,904413451832799232,2017-09-03T18:39:04,@realDonaldTrump @FoxNews #blameonbothsides,,False,0,GiftofSage,983294221,0,False
GiftofSage,904413708943798272,2017-09-03T18:40:06,You will be shot without warning to you before you can shoot anyone. I'll do it myself if I have to. Bring it RVA. https://t.co/qec6kccXvW,,True,0,,,0,False
GiftofSage,904414030370045953,2017-09-03T18:41:22,I'll kill you. You are nothing. Marines aren't immune to terrorism. You're a fucking terrorist. https://t.co/clTpLa8upt,,True,0,,,0,False
GiftofSage,904414344930353153,2017-09-03T18:42:37,You are a fucking terrorist. Marines aren't immune. You just told me we were targets and should be shot for protest… https://t.co/TohIaj3GF4,,True,0,,,0,False
GiftofSage,904414663777148928,2017-09-03T18:43:53,Keep saying you are allowed to kill protesters and you can't be a terrorist for it because you're a non state actor… https://t.co/j4cu9po8dq,,True,0,,,0,False
GiftofSage,904419149807570945,2017-09-03T19:01:43,"So, @JBuggarauf thinks he can 1) hide tweets from being downloaded and 2) that being a conservative means he's immune to terrorism.",,False,0,,,0,False
GiftofSage,904419644680921090,2017-09-03T19:03:41,@AnnCoulter @realDonaldTrump You missed out on former Marine terrorist in my mentions a few secs ago. Enjoy as much… https://t.co/9MAAgGNF1S,,False,0,AnnCoulter,196168350,0,False
GiftofSage,904421183189389322,2017-09-03T19:09:48,@AkiPeritz @kkeelingjohnson He said all with any not all with all.,,False,0,AkiPeritz,320789928,0,False
GiftofSage,904437316147695616,2017-09-03T20:13:54,"@JoyAnnReid Hey, a former Marine is threatening to shoot Antifa directly on @Twitter. I just reported his ass to the FEDS. @JBuggarauf",,False,0,JoyAnnReid,49698134,0,False
GiftofSage,904438456721559553,2017-09-03T20:18:26,@FoxNews @JudgeJeanine Yes. And he also needs to tell the general population the @POTUS doesn't know what terrorism… https://t.co/PrIEW80Jws,,False,0,FoxNews,1367531,0,False
GiftofSage,904438970033065984,2017-09-03T20:20:28,@radicalhearts Yep.,,False,0,radicalhearts,22101273,0,False
GiftofSage,904469136079814656,2017-09-03T22:20:20,"@FoxNews @robertjeffress @realDonaldTrump DT just reserves the right to blame anyone but the actor for terrorism, h… https://t.co/SbnyE6IDLg",,False,0,FoxNews,1367531,0,False
GiftofSage,904478527730409473,2017-09-03T22:57:40,"@FoxNews @adrienneelrod I think he's keeping it, might modify it #DACA.",,False,0,FoxNews,1367531,0,False
GiftofSage,904489247301918720,2017-09-03T23:40:15,"@FoxNews The A's probably wouldn't involve the cops even with a Klan incident, so how are they not ""tolerant""? They refuse to kill now too.",,False,0,FoxNews,1367531,0,False
GiftofSage,904492857410678784,2017-09-03T23:54:36,This was some very inopportune Nazi Sympathy for @FoxNews but they could have vied for be,,False,0,,,0,False
GiftofSage,904493136122085376,2017-09-03T23:55:42,My hands keep micro jumping around on my keyboard and I'm making Tweet errors. Sometimes my hands are uncontrollable. At keyboard it's fast.,,False,0,,,0,False
GiftofSage,904493231974617088,2017-09-03T23:56:05,It's like my hands are fucking up my tweets on purpose.,,False,0,,,0,False
GiftofSage,904512523545825280,2017-09-04T01:12:45,"I was wrong about this, but they might try to replace it or they have to own up to the fact that they want a mass d… https://t.co/5xnNNRvIUr",,True,0,,,0,False
GiftofSage,904514031859486720,2017-09-04T01:18:44,@charliekirk11 I saw almost nothing but footage of Trump getting mad respect from black people. Seriously. On… https://t.co/BPvIgjd3UI,,False,0,charliekirk11,292929271,0,False
GiftofSage,904514467857395712,2017-09-04T01:20:28,@TheRickWilson What did that say? Did you see the Marine @JBuggarauf who made death threats at me today? Download t… https://t.co/I044FhcCwA,,False,0,TheRickWilson,19084896,0,False
GiftofSage,904514873635328000,2017-09-04T01:22:05,"@NYCAntifa There's a guy threatening to shoot at Antifa seriously. I actually did report it, it was an illegal threat @JBuggarauf",,False,0,NYCAntifa,2367611173,0,False
GiftofSage,904515273876803584,2017-09-04T01:23:41,"@NYCAntifa I know involving cops and F.B.I. isn't cool, but I'll report anyone on here who is literally threatening to shoot us to the F.B.I",,False,0,NYCAntifa,2367611173,0,False
GiftofSage,904515823720681476,2017-09-04T01:25:52,@BryanDawsonUSA They might try to push something through Congress. Paul Ryan could lead that.,,False,0,BryanDawsonUSA,997682274,0,False
GiftofSage,904518282627223553,2017-09-04T01:35:38,Where has the #MSM been? https://t.co/jK71FNXQa4,,True,0,,,0,False
GiftofSage,904528706856767490,2017-09-04T02:17:03,@JoyAnnReid Please stop saying the popular vote matters with the EC in place. It doesn't matter.,,False,0,JoyAnnReid,49698134,0,False
GiftofSage,904541283263361025,2017-09-04T03:07:02,"@SarahKSilverman Uh, I don't think that happened. I think his dad was really racist, and Trump won't let himself hate his father.",,False,0,SarahKSilverman,30364057,0,False
GiftofSage,904759386593210368,2017-09-04T17:33:42,"https://t.co/pYr9alRTu3

Ya'll I'm in love with a prey mode pit mix that can't be around other animals at all and has bitten people in way.",,False,0,,,0,False
GiftofSage,904760640589455362,2017-09-04T17:38:41,@KatiePavlich Not true. But you are often misleading with legal facts.,,False,0,KatiePavlich,48459553,0,False
GiftofSage,904761624862625793,2017-09-04T17:42:35,This is still one of my least favorite people in arguments. Vote what? For your ambiguous mass deportation fetish?… https://t.co/W52P3jTCtJ,,True,0,,,0,False
GiftofSage,904762713271930880,2017-09-04T17:46:55,and she sheds like CRAZY,,False,0,GiftofSage,983294221,0,False
JBuggarauf,904792945815019520,2017-09-04T19:47:03,"@MZHemingway A nurse tells the cops she has to follow the law &amp; gets arrested - BIG NEWS. 
Top Cop told to ignore t… https://t.co/1bPT9sXO1P",,False,0,MZHemingway,18005085,0,False
JBuggarauf,904793613082648577,2017-09-04T19:49:42,@JackPosobiec @sandboxvet1 You don't have to mirandize illegal aliens when they are not being detained.,,False,1,JackPosobiec,592730371,0,False
JBuggarauf,904794070064611328,2017-09-04T19:51:31,@MZHemingway The trees are underrepresented in the forest.,,False,0,MZHemingway,18005085,0,False
JBuggarauf,904795108477853697,2017-09-04T19:55:38,"@jamestaranto Two bottles of a cheap Rose' before dinner and you can knock that out before the salad is served, James.",,False,0,jamestaranto,53606937,0,False
JBuggarauf,904796059427258368,2017-09-04T19:59:25,@KurtSchlichter From Cherokee Sun Worshiper to Born Again Christian in just one election cycle. The Lord works in mysterious ways.,,False,0,KurtSchlichter,18089606,0,False
JBuggarauf,904798333549502464,2017-09-04T20:08:27,"@GiftofSage @NYCAntifa Self Defense is not a threat, it's a right.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904798684440780800,2017-09-04T20:09:51,"@GiftofSage @TheRickWilson You said Bring it! So Stand Up, snowflake.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904798859225817089,2017-09-04T20:10:33,"@GiftofSage @JoyAnnReid @Twitter They're laughing at you, twinkle-toes..",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904799386013540352,2017-09-04T20:12:38,"@GiftofSage Nothing hidden, nothing to hide. If you can't figure out how to download, contact Twitter for assistance, fool.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904800003436056576,2017-09-04T20:15:05,@GiftofSage Put down the club and you have nothing to worry about. I'll defend your right. Pick up the club &amp; you'l… https://t.co/BdSrKSwume,,False,0,GiftofSage,983294221,0,False
JBuggarauf,904800320852819969,2017-09-04T20:16:21,"@GiftofSage Are my words scaring you yet? (ohh.. I see your undies are all in a knot..)
Are you enjoying this as much as I am?",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904800542647492608,2017-09-04T20:17:14,@GiftofSage I can be - it's all up to you. I'm either your best friend or worst enemy - it's your choice which.,,False,0,GiftofSage,983294221,0,False
JBuggarauf,904800899263905792,2017-09-04T20:18:39,"@GiftofSage You'd never even see me, turd. You'd just drop like a wet sack of shit.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904801489243095040,2017-09-04T20:21:00,"@GiftofSage I'm not the one roaming the streets with bats, clubs, crowbars and makeshift flame-throwers, I'm just w… https://t.co/uupUBuazC5",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904801773457522688,2017-09-04T20:22:07,@A1RGUNNER And stilettos..,,False,1,A1RGUNNER,121171042,0,False
JBuggarauf,904802046800363520,2017-09-04T20:23:13,"@GiftofSage @NYCAntifa No, that was a legal threat. Go violent, I respond way out of proportion to the offense.",,False,0,GiftofSage,983294221,0,False
JBuggarauf,904803661087248384,2017-09-04T20:29:37,@taotao_salupa5 @2009superglide @Nanabozoh @J4W4_ @armyjon @darthodius @TMM2_12 Berthod Pass - coldest I've ever be… https://t.co/3WwnpHQUvC,,False,0,taotao_salupa5,3224894161,0,False
JBuggarauf,904804659172229121,2017-09-04T20:33:35,@Nanabozoh @taotao_salupa5 @armyjon @2009superglide @J4W4_ @darthodius @TMM2_12 @JBLaudio Blew trans in '95 Park Av… https://t.co/Zhd1o9mMIo,,False,0,Nanabozoh,607516999,0,False
JBuggarauf,904804901833687040,2017-09-04T20:34:33,"@Nanabozoh @taotao_salupa5 @armyjon @2009superglide @J4W4_ @darthodius @TMM2_12 @JBLaudio Had my own squeeze w/me &lt;puffs, packs, passes&gt;",,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,904805751054516224,2017-09-04T20:37:56,@DRUDGE_REPORT ..'cept they were aiming for the helmet.,,False,0,DRUDGE_REPORT,14669951,0,False
JBuggarauf,904806333345546240,2017-09-04T20:40:15,@gabrielmalor @MZHemingway The Gov does the bait/switch thing all the time - but since those are citizens that's OK.,,False,0,gabrielmalor,24212955,0,False
JBuggarauf,904806956627398656,2017-09-04T20:42:43,@RedNationRising @rains6944 White Privilege!!!,,False,0,RedNationRising,940368062,0,False
JBuggarauf,904808193255104512,2017-09-04T20:47:38,@joseiswriting Thank you for your contribution. Now go home and do it right.,,False,0,joseiswriting,15956067,0,False
JBuggarauf,904809726268936192,2017-09-04T20:53:43,"@Patriot_Hawk I nominate that for the ""Didn't Age Well"" Hall of Fame.",,False,0,Patriot_Hawk,846416484394024965,0,False
JBuggarauf,904811679824805889,2017-09-04T21:01:29,I'm old enough to remember that time... back before 1964 it was the Democrats who were the racists. https://t.co/KRKrLimJOb,,True,0,,,0,False
JBuggarauf,904812386263040000,2017-09-04T21:04:18,"@NewtTrump @rains6944 Oh, yes they'll vote. ..in the primaries.",,False,1,NewtTrump,313024334,0,False
JBuggarauf,904812433994170368,2017-09-04T21:04:29,"RT @FrebergK: @Merc4hire63 @Lrihendry No surprise here, but it goes to show the sickness thats in America. Obama was the disease along with…",,False,0,,,6,False
JBuggarauf,904813067325685762,2017-09-04T21:07:00,@tim_cook That's 250 citizens displaced. Thanks Tim.,,False,0,tim_cook,1636590253,0,False
JBuggarauf,904813354664968192,2017-09-04T21:08:09,"@JassiSikand @jthompsonic @tim_cook Parent robs bank, gives money to kids. Parent busted. Kids punished by taking the money away. Got it...",,False,1,JassiSikand,400948630,0,False
JBuggarauf,904814820372779008,2017-09-04T21:13:58,"@sergiot213 @BurritoSuperman @TheChrisSuprun @tim_cook @charles_gaba 653,416 people naturalized in 2014 (95% of app… https://t.co/4uUkeBBc1R",,False,1,sergiot213,515892159,0,False
JBuggarauf,904815049465663488,2017-09-04T21:14:53,"RT @Trump45_USA1st: Please stay out. U hate this country. U hate our President. And U obviously hate the people in our country. So, whereve…",,True,0,,,250,False
JBuggarauf,904815634009034753,2017-09-04T21:17:12,"@GiftofSage @NYCAntifa And beyond just a right, it's a certainty.",,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,904817745857880065,2017-09-04T21:25:35,RT @bfraser747: If Mexico requires tamper proof identification to vote. Shouldn't all states in USA require valid ID to vote?  Retweet if y…,,False,0,,,7803,False
JBuggarauf,904817954075713536,2017-09-04T21:26:25,@KimDotcom @rains6944 They'll have a choice - they solve it or we solve it.,,False,1,KimDotcom,611986351,0,False
JBuggarauf,904818413641416704,2017-09-04T21:28:15,"RT @FreedomChild3: #EndDACA 
#VetsBeforeIllegals
We Need To Care For Our Own First- Many Homeless Vets that have Fought For Our Freedom-
Ti…",,False,0,,,1033,False
JBuggarauf,904819748424134656,2017-09-04T21:33:33,@mitchellvii @rains6944 Who is still reading google news?,,False,1,mitchellvii,17980523,0,False
JBuggarauf,904820371962060801,2017-09-04T21:36:02,"Thank God she wasn't wearing stilettos, the press would go crazy.. https://t.co/rrGZvMTJZw",,True,0,,,0,False
JBuggarauf,904820985437708288,2017-09-04T21:38:28,"@GordonPress There would be no teacher shortage or ""over-capacity"" classes..",,False,1,GordonPress,16389986,0,False
JBuggarauf,904821949859119104,2017-09-04T21:42:18,"@LionelMedia @rains6944 @YouTube Damn, Uncle got drunk, forgot to take his meds, and found the video equipment again..",,False,1,LionelMedia,24787367,0,False
JBuggarauf,904822236158222336,2017-09-04T21:43:26,@RedNationRising @JimW_in_NM God gave her a great voice to compensate for not giving her a brain.,,False,1,RedNationRising,940368062,0,False
JBuggarauf,904822658835005440,2017-09-04T21:45:07,"Ask me in 2020..  I don't know what situation I'm going to be dealing with tomorrow, much less in 3 years.. https://t.co/sEoaTABAGD",,True,0,,,0,False
JBuggarauf,904823574573105152,2017-09-04T21:48:45,@sccduck @KimDotcom @rains6944 There's no way I'm publishing that information - I'm not Obama and you don't have a… https://t.co/a9f9f9xmLZ,,False,0,sccduck,292487680,0,False
JBuggarauf,904824636914884610,2017-09-04T21:52:58,@Soldier1eaODGrn @StrongbowEntLlc What are you gonna do to her? She already has a brain tumor and can't think strai… https://t.co/Wrs6IhLfZr,,False,0,Soldier1eaODGrn,84371179,0,False
GiftofSage,904825148502671360,2017-09-04T21:55:00,"Ok. Can you keep tweeting me these ""fair warnings""? https://t.co/nFnqVR47dO",,True,0,,,0,False
JBuggarauf,904825492989124608,2017-09-04T21:56:23,"@Wishful_wink Me too, but it's 20 years too late now.",,False,1,Wishful_wink,1111832047,0,False
GiftofSage,904825552024076288,2017-09-04T21:56:37,"@JBuggarauf @TheRickWilson Hey, @TheRickWilson This is the guy I reported to the F.B.I. and he just threatened me A… https://t.co/vIiK4BkCUq",,False,0,JBuggarauf,879898081273159680,0,False
GiftofSage,904826575241261056,2017-09-04T22:00:41,"So, you are jerking off to making death threats that have the F.B.I.'s attention? https://t.co/TVoOwFru6k",,True,0,,,0,False
JBuggarauf,904826597672271872,2017-09-04T22:00:46,"@johnnyola29 I know Jim, quintessential Marine. Nicest guy in the world &amp; best friend, or biggest bastard in the wo… https://t.co/rBMVI5xaxj",,False,0,johnnyola29,841083815716106241,0,False
GiftofSage,904826846461796352,2017-09-04T22:01:45,You're saying you will or won't shoot someone? Because you already said in an illegal threat that you will shoot pe… https://t.co/agsp8rFy6s,,True,0,,,0,False
GiftofSage,904827067681923074,2017-09-04T22:02:38,"@JBuggarauf @NYCAntifa No, that's what WE said. You said at least twice - put down the clubs or I'll shoot you.",,False,0,JBuggarauf,879898081273159680,0,False
GiftofSage,904827283457933313,2017-09-04T22:03:29,"@JBuggarauf @NYCAntifa Look, being a Marine doesn't mean you even know what terror is. So, I suggest you shut the f… https://t.co/gBugu3vEJw",,False,0,JBuggarauf,879898081273159680,0,False
GiftofSage,904827536210788353,2017-09-04T22:04:30,@JBuggarauf @NYCAntifa I'm being totally fucking serious. You have made three attempts of actual violent intimidati… https://t.co/P01kZm7uJC,,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,904827574521536513,2017-09-04T22:04:39,@GiftofSage Projection much?,,False,0,GiftofSage,983294221,0,False
JBuggarauf,904827762636029952,2017-09-04T22:05:24,@GiftofSage @TheRickWilson Waaaaaaa...,,False,0,GiftofSage,983294221,0,False
GiftofSage,904827811575291906,2017-09-04T22:05:35,@JBuggarauf Uh? Context? What are you saying was projected? Are you high or drunk?,,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,904827876612046848,2017-09-04T22:05:51,@GiftofSage All day long..,,False,0,GiftofSage,983294221,0,False
GiftofSage,904827921537404928,2017-09-04T22:06:02,"Uh, no bro. Call an attorney. https://t.co/QKtPD6X7Kt",,True,0,,,0,False
GiftofSage,904827988071591936,2017-09-04T22:06:17,Longer than dicks bigger than yours. https://t.co/C4s1N9uYUa,,True,0,,,0,False
GiftofSage,904828188265775107,2017-09-04T22:07:05,You are fucking crazy and lying. Call an attorney. https://t.co/k3qCfQLNq2,,True,0,,,0,False
JBuggarauf,904828206615642113,2017-09-04T22:07:10,@GiftofSage @NYCAntifa Yep - cross the line into violence and you will get more than you can handle.,,False,0,GiftofSage,983294221,0,False
GiftofSage,904828393648218112,2017-09-04T22:07:54,"Not a legal threat. You have no right to snipe us which you just suggested you would do to me hypothetically, but y… https://t.co/gNKLUgyuZz",,True,0,,,0,False
GiftofSage,904828579137159168,2017-09-04T22:08:38,You aren't allowed to shoot people who are fist fighting or fighting period. https://t.co/ZnPQhkuq6s,,True,0,,,0,False
JBuggarauf,904828610237759488,2017-09-04T22:08:46,"@GiftofSage @NYCAntifa Suggest away, snowflake, it's not like I have any respect for your perception of dealing ter… https://t.co/9ISOPb6bAb",,False,0,GiftofSage,983294221,0,False
GiftofSage,904828671403454464,2017-09-04T22:09:00,You think you're a legal public sniper? https://t.co/ZnPQhkuq6s,,True,0,,,0,False
JBuggarauf,904828729536348160,2017-09-04T22:09:14,"@GiftofSage @NYCAntifa Good, you're starting to get it..",,False,0,GiftofSage,983294221,0,False
GiftofSage,904828797534523392,2017-09-04T22:09:30,You don't even know you are making real threats of intimidation. https://t.co/lxA2XF6hBA,,True,0,,,0,False
GiftofSage,904828971841454091,2017-09-04T22:10:12,"Uh, I'm starting to ""get"" that you are making real threats of intimidation and that everything you are typing is fu… https://t.co/fOvW4cZA4F",,True,0,,,0,False
JBuggarauf,904829176745672704,2017-09-04T22:11:01,"@GiftofSage I'll happily argue that before a judge and jury.. start assault, it can end badly for you.",,False,0,GiftofSage,983294221,0,False
GiftofSage,904829447358087168,2017-09-04T22:12:05,You are the one to decide who starts it? And you think you can just kill us? https://t.co/EGvdIqDcPM,,True,0,,,0,False
JBuggarauf,904829723913502720,2017-09-04T22:13:11,"@GiftofSage It's not hypothetical.. but it is your choice. Go violent on someone, I'll protect their life with coun… https://t.co/f4fqCi1IGY",,False,0,GiftofSage,983294221,0,False
GiftofSage,904829978218463236,2017-09-04T22:14:12,Ok. That's that. You win. You are really going to be charged with a crime. https://t.co/kgWq62su4n,,True,0,,,0,False
JBuggarauf,904830095084331008,2017-09-04T22:14:40,"@GiftofSage On the other hand, if you're protesting peacefully and someone sets upon you I'll protect you too.",,False,0,JBuggarauf,879898081273159680,0,False
JBuggarauf,904830422831423489,2017-09-04T22:15:58,"@GiftofSage Nice talking with ya.. this conversation is over, I have a cold beer demanding my undivided attention..",,False,1,GiftofSage,983294221,0,False
GiftofSage,904830563495931904,2017-09-04T22:16:31,"That doesn't solve anything here, bro. Congrats. You are a violent extremist. https://t.co/d3tKFzcfLH",,True,0,,,0,False
JBuggarauf,904830666126245888,2017-09-04T22:16:56,@GiftofSage WAaaaaa,,False,0,GiftofSage,983294221,0,False
GiftofSage,904830902672523266,2017-09-04T22:17:52,"@JoyAnnReid I need you to read @JBuggarauf 
It's not hypothetical.. but it is your choice. Go violent on someone, I… https://t.co/YUqXNlsjdD",,False,0,JoyAnnReid,49698134,0,False
JBuggarauf,904830950336479232,2017-09-04T22:18:04,@GiftofSage Yep - I can be if you want me to be - it's your choice as I said.,,False,0,GiftofSage,983294221,0,False
GiftofSage,904831020624695296,2017-09-04T22:18:20,@JoyAnnReid Please read the death threats being made at me and @NYCAntifa in the last 10 min,,False,0,JoyAnnReid,49698134,0,False
GiftofSage,904831336967540740,2017-09-04T22:19:36,Which is still violent extremism bordering on terrorism and I'm just fucking delighted that you decided to play my… https://t.co/mVYFBmqA1c,,True,0,,,0,False
GiftofSage,904832819775537152,2017-09-04T22:25:29,"@JeffUSAFAMMO @JoyAnnReid @NYCAntifa Hi, there. Do you have something you'd like to put in writing for me?",,False,0,JeffUSAFAMMO,879857664716623872,0,False
GiftofSage,904833118665887744,2017-09-04T22:26:41,"@atima_omara @LadyBirdMovie Hey, you're in a movie, but there's a real violent extremist making nearly lewd death t… https://t.co/hKezVoPPTy",,False,0,atima_omara,598947276,0,False
